junc.id	junc.id.overlap
chr1:-:17409160-17409973	chr1:-:17406759-17439677
chr1:-:17409160-17409973	chr1:-:17406759-17439677
chr1:-:17409160-17409973	chr1:-:17406759-17439677
chr1:-:17409160-17409973	chr1:-:17406759-17439677
chr1:-:17409160-17409973	chr1:-:17406759-17439677
chr1:-:17409160-17409973	chr1:-:17406759-17439677
chr1:-:17409160-17409973	chr1:-:17406759-17439677
chr1:-:17409160-17409973	chr1:-:17406759-17439677
chr1:-:17409160-17409973	chr1:-:17406759-17439677
chr1:-:17409160-17409973	chr1:-:17406759-17439677
chr1:-:17409160-17409973	chr1:-:17406759-17439677
chr1:-:17409160-17409973	chr1:-:17406759-17439677
chr1:-:17409160-17409973	chr1:-:17406759-17439677
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19141774-19143979	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19145930-19146825	chr1:-:19074509-19210266
chr1:-:19374455-19378539	chr1:-:19338774-19485539
chr1:-:19374455-19378539	chr1:-:19338774-19485539
chr1:-:19374455-19378539	chr1:-:19338774-19485539
chr1:-:19374455-19378539	chr1:-:19338774-19485539
chr1:-:19374455-19378539	chr1:-:19338774-19485539
chr1:-:19374455-19378539	chr1:-:19338774-19485539
chr1:-:19374455-19378539	chr1:-:19338774-19485539
chr1:-:19374455-19378539	chr1:-:19338774-19485539
chr1:-:19374455-19378539	chr1:-:19338774-19485539
chr1:-:19374455-19378539	chr1:-:19338774-19485539
